,text,V,A,D
849,"a spokeswoman for torricelli , debra deshong , said he had fully accounted for all the money he had spent .",2.9,3.0,3.0
850,"`` senator torricelli provided the committee with a full explanation of sources of income and any funds used for cash purposes , '' she said .",3.0,2.7,3.0
851,"even after the ethics committee admonished torricelli on tuesday night , one of his most important political supporters , senate majority leader tom daschle , d-s.d. , continued to defend him , stating that the panel had found chang `` a witness wholly without credibility . ''",2.9,3.3,3.1
852,`` a witness wholly without credibility . '',2.67,2.89,3.11
853,"moving quickly to make a campaign issue of the senate letter , bill pascoe , forrester 's campaign manager , said the findings were evidence that torricelli had undertaken an `` extensive campaign of misinformation and deceit , '' and called on him to release the sworn testimony he gave to the panel .",3.0,3.0,3.0
854,"`` extensive campaign of misinformation and deceit , ''",2.25,3.38,3.12
855,`` only then will new jersey voters be able to decide torricelli 's fitness for office . '',2.9,3.0,3.1
856,"u.s. secretary of state colin powell arrived here on tuesday night for meetings with fellow foreign ministers aimed at solidifying a second front , in southeast asia , in the campaign against global terrorism .",3.11,2.89,3.0
857,but he has had to balance that goal with longstanding concerns about human rights abuses in the region .,2.89,2.89,3.11
858,"in meetings on tuesday in malaysia and singapore before touching down in this oil-producing sultanate for two days of talks with members of the association of south east asian nations , powell said he repeatedly raised the issue .",2.9,3.1,3.2
859,"the senate ethics committee on tuesday night `` severely admonished '' sen. robert g. torricelli , d-n.j. , saying he had violated senate rules by accepting and failing to disclose expensive gifts from a former contributor to whom he repeatedly gave help .",2.5,3.5,3.1
860,"`` we still believe strongly in human rights , and that everything we do has to be consistent with universal standards of human rights , ''",3.2,3.2,3.0
861,"`` we still believe strongly in human rights , and that everything we do has to be consistent with universal standards of human rights , '' he said .",3.11,3.0,3.11
862,"but at a news conference in singapore , powell hinted that the bush administration was ready to discuss resuming military cooperation with indonesia , the world 's most populous muslim nation and a sometimes reluctant partner in the efforts to crack down on militant islamic groups .",2.7,2.9,3.2
863,"with thousands of trees and flowers in bloom , we are having a beautiful spring !",4.0,3.71,3.43
864,"our extraordinary permanent collection , facility , and grounds , we understand full well , would not be possible without the philanthropic support of civic-minded men and women .",3.0,2.88,2.88
865,"in joining scs , you join the ranks of those who believe that bringing art and art education to the city makes life better , richer , and more rewarding for the entire community .",3.6,3.0,3.3
866,a second century society response card and return envelope are enclosed .,2.9,2.8,3.0
867,"should you have questions or if i can be of assistance in any way , please call me : 317.923.1331 , ext . 248 .",3.1,2.9,3.1
868,"sincerely ,",3.43,3.14,3.29
869,arletta b.newton donor relations coordinator,3.0,2.89,3.0
870,"june 6 , 2000",3.0,2.8,3.0
871,"p .s . both our barefoot in the grass family picnic ( july 23,2000 ) and the annual scs founders day celebration ( october 11,2000 ) are free for georgia o'keeffe members .",3.1,2.9,2.9
872,mark your calendars !,3.33,3.89,3.11
873,"the scs brochure i am enclosing will give you the historic significance of scs , as well as listing activities and specific benefits awarded to donors at the georgia o'keeffe level .",3.3,2.8,3.4
874,"name address city , st zip",3.0,2.6,3.1
875,"your georgia o'keeffe membership , please note , includes free admission to all art-related activities of the ima 's young friends of art group .",3.14,3.0,3.0
876,"additionally , i am sending traditional background materials on the museum and the two latest issues of our previews magazine detailing upcoming events , exhibitions , and educational programs .",3.12,2.62,3.37
877,dear name :,2.9,2.4,2.8
878,"these are particularly exciting times at the indianapolis museum of art : progress continues on the j.k. lilly estate-oldfields , our ravine garden has been restored to its original splendor , and there is national attention showered on our current exhibition of japanese painting .",3.25,3.63,3.12
879,pat lacrosse asked me to send this information inviting you to join the georgia o'keeffe circle of the indianapolis museum of art 's second century society ( scs ) .,3.5,3.0,3.17
880,"the electronic trade free trade zone is situated in the north of dubai , close to the free industrial zone in jabal ali mountain , an area which is considered to be the first in the country , and tenth in the world for transit movement .",3.0,3.0,3.0
881,"the inauguration of dubai internet city coincides with the opening of an annual it show in dubai , the gulf information technology exhibition ( gitex ) , the biggest in the middle east .",3.3,3.0,3.2
882,inauguration of free zone in dubai for e-commerce,3.4,2.8,2.9
883,launching the electronics free trade zone in dubai,3.2,3.2,3.1
884,launching 'dubai internet city ' coincided with the opening of the annual information fair in dubai which is considered to be the biggest in the middle east - gulf information technology getix . ',3.1,3.1,3.1
885,the cost in the first stage of this unique project is estimated at 200 million dollars .,3.0,2.4,2.8
886,"sheikh mohammed , who is also the uae defence minister , said during the launching ceremony `` we wish to make dubai a center of modern economy '' .",3.0,3.0,3.2
887,"the minister , who has his own website , also said : `` i want dubai to be the best place in the world for state-of-the-art technology companies . ''",3.3,3.2,3.4
888,"the minister who has a personal website on the internet , further said that he wanted dubai to become the best place in the world for the advanced ( hitech ) technological companies .",3.2,3.3,3.0
889,dubai 10-28 ( fp ) -,3.1,3.1,3.1
890,dubai 01-82 ( afp ) -,3.0,2.7,3.0
891,"he said companies engaged in e-commerce would be able to set up offices , employ staff and own equipment in the open zone , including fully-owned foreign companies .",3.0,3.12,3.0
892,"crown prince of dubai al sheikh mohammed bin rashid al maktoom crown prince of dubai launched today , i.e . on saturday , an electronics free e-trade zone which has been named `` dubai internet city ''",3.12,3.12,3.12
893,"the e-commerce free zone is situated in north dubai , near the industrial free zone in jebel ali , the top regional and tenth international leading area in container transit .",3.0,2.86,3.14
894,new hampshire family recreation kit,3.2,3.1,3.1
895,"take two of our most popular nature walks guides , add a quiet water canoe guide and you have the makings for an unforgettable family vacation in new hampshire !",3.5,3.4,3.2
896,here are four packages with our most popular titles for you at incredibly low prices .,3.6,3.1,3.3
